genome_region,host,country,isolation,collection_date,strain
vp30,NA,Sierra Leone,NA,2014/08/26,zaire
vp24,NA,Sierra Leone,NA,2014/08/26,zaire
L,NA,Sierra Leone,NA,2014/08/26,zaire
NP,NA,Sierra Leone,NA,2014/08/26,zaire
vp35,NA,Sierra Leone,NA,2014/08/26,zaire
vp40,NA,Sierra Leone,NA,2014/08/26,zaire
GP-Spike,NA,Sierra Leone,NA,2014/08/26,zaire
GP-Small,NA,Sierra Leone,NA,2014/08/26,zaire
GP-Second,NA,Sierra Leone,NA,2014/08/26,zaire
vp30,NA,Sierra Leone,NA,2014/08/26,zaire
vp24,NA,Sierra Leone,NA,2014/08/26,zaire
L,NA,Sierra Leone,NA,2014/08/26,zaire
NP,NA,Sierra Leone,NA,2014/08/27,zaire
vp35,NA,Sierra Leone,NA,2014/08/27,zaire
vp40,NA,Sierra Leone,NA,2014/08/27,zaire
GP-Spike,NA,Sierra Leone,NA,2014/08/27,zaire
GP-Small,NA,Sierra Leone,NA,2014/08/27,zaire
GP-Second,NA,Sierra Leone,NA,2014/08/27,zaire
vp30,NA,Sierra Leone,NA,2014/08/27,zaire
vp24,NA,Sierra Leone,NA,2014/08/27,zaire
L,NA,Sierra Leone,NA,2014/08/27,zaire
NP,NA,Sierra Leone,NA,2014/08/26,zaire
vp35,NA,Sierra Leone,NA,2014/08/26,zaire
vp40,NA,Sierra Leone,NA,2014/08/26,zaire
GP-Spike,NA,Sierra Leone,NA,2014/08/26,zaire
GP-Small,NA,Sierra Leone,NA,2014/08/26,zaire
GP-Second,NA,Sierra Leone,NA,2014/08/26,zaire
vp30,NA,Sierra Leone,NA,2014/08/26,zaire
vp24,NA,Sierra Leone,NA,2014/08/26,zaire
L,NA,Sierra Leone,NA,2014/08/26,zaire
NP,NA,Sierra Leone,NA,2014/08/29,zaire
vp35,NA,Sierra Leone,NA,2014/08/29,zaire
vp40,NA,Sierra Leone,NA,2014/08/29,zaire
GP-Spike,NA,Sierra Leone,NA,2014/08/29,zaire
GP-Small,NA,Sierra Leone,NA,2014/08/29,zaire
GP-Second,NA,Sierra Leone,NA,2014/08/29,zaire
vp30,NA,Sierra Leone,NA,2014/08/29,zaire
vp24,NA,Sierra Leone,NA,2014/08/29,zaire
L,NA,Sierra Leone,NA,2014/08/29,zaire
NP,NA,Sierra Leone,NA,2014/08/30,zaire
vp35,NA,Sierra Leone,NA,2014/08/30,zaire
vp40,NA,Sierra Leone,NA,2014/08/30,zaire
GP-Spike,NA,Sierra Leone,NA,2014/08/30,zaire
GP-Small,NA,Sierra Leone,NA,2014/08/30,zaire
GP-Second,NA,Sierra Leone,NA,2014/08/30,zaire
vp30,NA,Sierra Leone,NA,2014/08/30,zaire
vp24,NA,Sierra Leone,NA,2014/08/30,zaire
L,NA,Sierra Leone,NA,2014/08/30,zaire
NP,NA,Sierra Leone,NA,2014/08/30,zaire
vp35,NA,Sierra Leone,NA,2014/08/30,zaire
vp40,NA,Sierra Leone,NA,2014/08/30,zaire
GP-Spike,NA,Sierra Leone,NA,2014/08/30,zaire
GP-Small,NA,Sierra Leone,NA,2014/08/30,zaire
GP-Second,NA,Sierra Leone,NA,2014/08/30,zaire
vp30,NA,Sierra Leone,NA,2014/08/30,zaire
NP,NA,Sierra Leone,NA,2014/08/30,zaire
vp35,NA,Sierra Leone,NA,2014/08/30,zaire
vp40,NA,Sierra Leone,NA,2014/08/30,zaire
GP-Spike,NA,Sierra Leone,NA,2014/08/30,zaire
GP-Small,NA,Sierra Leone,NA,2014/08/30,zaire
GP-Second,NA,Sierra Leone,NA,2014/08/30,zaire
vp30,NA,Sierra Leone,NA,2014/08/30,zaire
NP,NA,Sierra Leone,NA,2014/08/31,zaire
vp35,NA,Sierra Leone,NA,2014/08/31,zaire
vp40,NA,Sierra Leone,NA,2014/08/31,zaire
GP-Spike,NA,Sierra Leone,NA,2014/08/31,zaire
GP-Small,NA,Sierra Leone,NA,2014/08/31,zaire
GP-Second,NA,Sierra Leone,NA,2014/08/31,zaire
vp30,NA,Sierra Leone,NA,2014/08/31,zaire
L,NA,Sierra Leone,NA,2014/08/31,zaire
NP,NA,Sierra Leone,NA,2014/08/31,zaire
vp35,NA,Sierra Leone,NA,2014/08/31,zaire
vp40,NA,Sierra Leone,NA,2014/08/31,zaire
GP-Spike,NA,Sierra Leone,NA,2014/08/31,zaire
GP-Small,NA,Sierra Leone,NA,2014/08/31,zaire
GP-Second,NA,Sierra Leone,NA,2014/08/31,zaire
vp30,NA,Sierra Leone,NA,2014/08/31,zaire
vp24,NA,Sierra Leone,NA,2014/08/31,zaire
L,NA,Sierra Leone,NA,2014/08/31,zaire
NP,NA,Sierra Leone,NA,2014/09/03,zaire
vp35,NA,Sierra Leone,NA,2014/09/03,zaire
vp40,NA,Sierra Leone,NA,2014/09/03,zaire
GP-Spike,NA,Sierra Leone,NA,2014/09/03,zaire
GP-Small,NA,Sierra Leone,NA,2014/09/03,zaire
GP-Second,NA,Sierra Leone,NA,2014/09/03,zaire
vp30,NA,Sierra Leone,NA,2014/09/03,zaire
vp24,NA,Sierra Leone,NA,2014/09/03,zaire
L,NA,Sierra Leone,NA,2014/09/03,zaire
NP,NA,Sierra Leone,NA,2014/09/03,zaire
vp35,NA,Sierra Leone,NA,2014/09/03,zaire
vp40,NA,Sierra Leone,NA,2014/09/03,zaire
GP-Spike,NA,Sierra Leone,NA,2014/09/03,zaire
GP-Small,NA,Sierra Leone,NA,2014/09/03,zaire
GP-Second,NA,Sierra Leone,NA,2014/09/03,zaire
vp30,NA,Sierra Leone,NA,2014/09/03,zaire
vp24,NA,Sierra Leone,NA,2014/09/03,zaire
L,NA,Sierra Leone,NA,2014/09/03,zaire
NP,NA,Sierra Leone,NA,2014/09/03,zaire
vp35,NA,Sierra Leone,NA,2014/09/03,zaire
vp40,NA,Sierra Leone,NA,2014/09/03,zaire
GP-Spike,NA,Sierra Leone,NA,2014/09/03,zaire
GP-Small,NA,Sierra Leone,NA,2014/09/03,zaire
GP-Second,NA,Sierra Leone,NA,2014/09/03,zaire
vp30,NA,Sierra Leone,NA,2014/09/03,zaire
vp24,NA,Sierra Leone,NA,2014/09/03,zaire
L,NA,Sierra Leone,NA,2014/09/03,zaire
NP,NA,Sierra Leone,NA,2014/09/04,zaire
vp35,NA,Sierra Leone,NA,2014/09/04,zaire
vp40,NA,Sierra Leone,NA,2014/09/04,zaire
GP-Spike,NA,Sierra Leone,NA,2014/09/04,zaire
GP-Small,NA,Sierra Leone,NA,2014/09/04,zaire
GP-Second,NA,Sierra Leone,NA,2014/09/04,zaire
vp30,NA,Sierra Leone,NA,2014/09/04,zaire
vp24,NA,Sierra Leone,NA,2014/09/04,zaire
L,NA,Sierra Leone,NA,2014/09/04,zaire
NP,NA,Sierra Leone,NA,2014/09/04,zaire
vp35,NA,Sierra Leone,NA,2014/09/04,zaire
vp40,NA,Sierra Leone,NA,2014/09/04,zaire
GP-Spike,NA,Sierra Leone,NA,2014/09/04,zaire
GP-Small,NA,Sierra Leone,NA,2014/09/04,zaire
GP-Second,NA,Sierra Leone,NA,2014/09/04,zaire
vp30,NA,Sierra Leone,NA,2014/09/04,zaire
vp24,NA,Sierra Leone,NA,2014/09/04,zaire
L,NA,Sierra Leone,NA,2014/09/04,zaire
NP,NA,Sierra Leone,NA,2014/09/04,zaire
vp35,NA,Sierra Leone,NA,2014/09/04,zaire
vp40,NA,Sierra Leone,NA,2014/09/04,zaire
GP-Spike,NA,Sierra Leone,NA,2014/09/04,zaire
GP-Small,NA,Sierra Leone,NA,2014/09/04,zaire
GP-Second,NA,Sierra Leone,NA,2014/09/04,zaire
vp30,NA,Sierra Leone,NA,2014/09/04,zaire
vp24,NA,Sierra Leone,NA,2014/09/04,zaire
L,NA,Sierra Leone,NA,2014/09/04,zaire
NP,NA,Sierra Leone,NA,2014/09/05,zaire
vp35,NA,Sierra Leone,NA,2014/09/05,zaire
vp40,NA,Sierra Leone,NA,2014/09/05,zaire
GP-Spike,NA,Sierra Leone,NA,2014/09/05,zaire
GP-Small,NA,Sierra Leone,NA,2014/09/05,zaire
GP-Second,NA,Sierra Leone,NA,2014/09/05,zaire
vp30,NA,Sierra Leone,NA,2014/09/05,zaire
vp24,NA,Sierra Leone,NA,2014/09/05,zaire
L,NA,Sierra Leone,NA,2014/09/05,zaire
NP,NA,Sierra Leone,NA,2014/09/05,zaire
vp35,NA,Sierra Leone,NA,2014/09/05,zaire
vp40,NA,Sierra Leone,NA,2014/09/05,zaire
GP-Spike,NA,Sierra Leone,NA,2014/09/05,zaire
GP-Small,NA,Sierra Leone,NA,2014/09/05,zaire
GP-Second,NA,Sierra Leone,NA,2014/09/05,zaire
vp30,NA,Sierra Leone,NA,2014/09/05,zaire
vp24,NA,Sierra Leone,NA,2014/09/05,zaire
L,NA,Sierra Leone,NA,2014/09/05,zaire
NP,NA,Sierra Leone,NA,2014/09/05,zaire
vp35,NA,Sierra Leone,NA,2014/09/05,zaire
vp40,NA,Sierra Leone,NA,2014/09/05,zaire
GP-Spike,NA,Sierra Leone,NA,2014/09/05,zaire
GP-Small,NA,Sierra Leone,NA,2014/09/05,zaire
GP-Second,NA,Sierra Leone,NA,2014/09/05,zaire
vp30,NA,Sierra Leone,NA,2014/09/05,zaire
vp24,NA,Sierra Leone,NA,2014/09/05,zaire
L,NA,Sierra Leone,NA,2014/09/05,zaire
NP,NA,Sierra Leone,NA,2014/09/05,zaire
vp35,NA,Sierra Leone,NA,2014/09/05,zaire
vp40,NA,Sierra Leone,NA,2014/09/05,zaire
GP-Spike,NA,Sierra Leone,NA,2014/09/05,zaire
GP-Small,NA,Sierra Leone,NA,2014/09/05,zaire
GP-Second,NA,Sierra Leone,NA,2014/09/05,zaire
vp30,NA,Sierra Leone,NA,2014/09/05,zaire
vp24,NA,Sierra Leone,NA,2014/09/05,zaire
L,NA,Sierra Leone,NA,2014/09/05,zaire
NP,NA,Sierra Leone,NA,2014/09/08,zaire
vp35,NA,Sierra Leone,NA,2014/09/08,zaire
vp40,NA,Sierra Leone,NA,2014/09/08,zaire
GP-Spike,NA,Sierra Leone,NA,2014/09/08,zaire
GP-Small,NA,Sierra Leone,NA,2014/09/08,zaire
GP-Second,NA,Sierra Leone,NA,2014/09/08,zaire
vp30,NA,Sierra Leone,NA,2014/09/08,zaire
vp24,NA,Sierra Leone,NA,2014/09/08,zaire
L,NA,Sierra Leone,NA,2014/09/08,zaire
NP,NA,Sierra Leone,NA,2014/09/07,zaire
vp35,NA,Sierra Leone,NA,2014/09/07,zaire
vp40,NA,Sierra Leone,NA,2014/09/07,zaire
vp30,NA,Sierra Leone,NA,2014/09/07,zaire
vp24,NA,Sierra Leone,NA,2014/09/07,zaire
NP,NA,Sierra Leone,NA,2014/09/09,zaire
vp35,NA,Sierra Leone,NA,2014/09/09,zaire
vp40,NA,Sierra Leone,NA,2014/09/09,zaire
GP-Spike,NA,Sierra Leone,NA,2014/09/09,zaire
GP-Small,NA,Sierra Leone,NA,2014/09/09,zaire
GP-Second,NA,Sierra Leone,NA,2014/09/09,zaire
vp30,NA,Sierra Leone,NA,2014/09/09,zaire
vp24,NA,Sierra Leone,NA,2014/09/09,zaire
L,NA,Sierra Leone,NA,2014/09/09,zaire
NP,NA,Sierra Leone,NA,2014/09/10,zaire
vp35,NA,Sierra Leone,NA,2014/09/10,zaire
vp40,NA,Sierra Leone,NA,2014/09/10,zaire
GP-Spike,NA,Sierra Leone,NA,2014/09/10,zaire
GP-Small,NA,Sierra Leone,NA,2014/09/10,zaire
GP-Second,NA,Sierra Leone,NA,2014/09/10,zaire
vp30,NA,Sierra Leone,NA,2014/09/10,zaire
vp24,NA,Sierra Leone,NA,2014/09/10,zaire
L,NA,Sierra Leone,NA,2014/09/10,zaire
NP,NA,Sierra Leone,NA,2014/09/11,zaire
vp35,NA,Sierra Leone,NA,2014/09/11,zaire
vp40,NA,Sierra Leone,NA,2014/09/11,zaire
GP-Spike,NA,Sierra Leone,NA,2014/09/11,zaire
GP-Small,NA,Sierra Leone,NA,2014/09/11,zaire
GP-Second,NA,Sierra Leone,NA,2014/09/11,zaire
vp30,NA,Sierra Leone,NA,2014/09/11,zaire
NP,NA,Sierra Leone,NA,2014/09/16,zaire
vp35,NA,Sierra Leone,NA,2014/09/16,zaire
vp40,NA,Sierra Leone,NA,2014/09/16,zaire
GP-Spike,NA,Sierra Leone,NA,2014/09/16,zaire
GP-Small,NA,Sierra Leone,NA,2014/09/16,zaire
GP-Second,NA,Sierra Leone,NA,2014/09/16,zaire
vp30,NA,Sierra Leone,NA,2014/09/16,zaire
vp24,NA,Sierra Leone,NA,2014/09/16,zaire
L,NA,Sierra Leone,NA,2014/09/16,zaire
NP,NA,Sierra Leone,NA,2014/09/15,zaire
vp35,NA,Sierra Leone,NA,2014/09/15,zaire
vp40,NA,Sierra Leone,NA,2014/09/15,zaire
GP-Spike,NA,Sierra Leone,NA,2014/09/15,zaire
GP-Small,NA,Sierra Leone,NA,2014/09/15,zaire
GP-Second,NA,Sierra Leone,NA,2014/09/15,zaire
vp30,NA,Sierra Leone,NA,2014/09/15,zaire
vp24,NA,Sierra Leone,NA,2014/09/15,zaire
L,NA,Sierra Leone,NA,2014/09/15,zaire
vp35,NA,Sierra Leone,NA,2014/09/17,zaire
vp40,NA,Sierra Leone,NA,2014/09/17,zaire
GP-Spike,NA,Sierra Leone,NA,2014/09/17,zaire
GP-Small,NA,Sierra Leone,NA,2014/09/17,zaire
GP-Second,NA,Sierra Leone,NA,2014/09/17,zaire
vp30,NA,Sierra Leone,NA,2014/09/17,zaire
vp24,NA,Sierra Leone,NA,2014/09/17,zaire
L,NA,Sierra Leone,NA,2014/09/17,zaire
NP,NA,Sierra Leone,NA,2014/09/16,zaire
vp35,NA,Sierra Leone,NA,2014/09/16,zaire
vp40,NA,Sierra Leone,NA,2014/09/16,zaire
GP-Spike,NA,Sierra Leone,NA,2014/09/16,zaire
GP-Small,NA,Sierra Leone,NA,2014/09/16,zaire
GP-Second,NA,Sierra Leone,NA,2014/09/16,zaire
vp30,NA,Sierra Leone,NA,2014/09/16,zaire
vp24,NA,Sierra Leone,NA,2014/09/16,zaire
L,NA,Sierra Leone,NA,2014/09/16,zaire
NP,NA,Sierra Leone,NA,2014/09/16,zaire
vp35,NA,Sierra Leone,NA,2014/09/16,zaire
vp40,NA,Sierra Leone,NA,2014/09/16,zaire
GP-Spike,NA,Sierra Leone,NA,2014/09/16,zaire
GP-Small,NA,Sierra Leone,NA,2014/09/16,zaire
GP-Second,NA,Sierra Leone,NA,2014/09/16,zaire
vp30,NA,Sierra Leone,NA,2014/09/16,zaire
vp24,NA,Sierra Leone,NA,2014/09/16,zaire
L,NA,Sierra Leone,NA,2014/09/16,zaire
NP,NA,Sierra Leone,NA,2014/09/17,zaire
vp35,NA,Sierra Leone,NA,2014/09/17,zaire
vp40,NA,Sierra Leone,NA,2014/09/17,zaire
GP-Spike,NA,Sierra Leone,NA,2014/09/17,zaire
GP-Small,NA,Sierra Leone,NA,2014/09/17,zaire
GP-Second,NA,Sierra Leone,NA,2014/09/17,zaire
vp30,NA,Sierra Leone,NA,2014/09/17,zaire
vp24,NA,Sierra Leone,NA,2014/09/17,zaire
L,NA,Sierra Leone,NA,2014/09/17,zaire
NP,NA,Sierra Leone,NA,2014/09/17,zaire
vp35,NA,Sierra Leone,NA,2014/09/17,zaire
vp40,NA,Sierra Leone,NA,2014/09/17,zaire
GP-Spike,NA,Sierra Leone,NA,2014/09/17,zaire
GP-Small,NA,Sierra Leone,NA,2014/09/17,zaire
GP-Second,NA,Sierra Leone,NA,2014/09/17,zaire
vp30,NA,Sierra Leone,NA,2014/09/17,zaire
vp24,NA,Sierra Leone,NA,2014/09/17,zaire
L,NA,Sierra Leone,NA,2014/09/17,zaire
NP,NA,Sierra Leone,NA,2014/09/20,zaire
vp35,NA,Sierra Leone,NA,2014/09/20,zaire
vp40,NA,Sierra Leone,NA,2014/09/20,zaire
GP-Spike,NA,Sierra Leone,NA,2014/09/20,zaire
GP-Small,NA,Sierra Leone,NA,2014/09/20,zaire
GP-Second,NA,Sierra Leone,NA,2014/09/20,zaire
vp30,NA,Sierra Leone,NA,2014/09/20,zaire
vp24,NA,Sierra Leone,NA,2014/09/20,zaire
L,NA,Sierra Leone,NA,2014/09/20,zaire
NP,NA,Sierra Leone,NA,2014/09/20,zaire
vp35,NA,Sierra Leone,NA,2014/09/20,zaire
vp40,NA,Sierra Leone,NA,2014/09/20,zaire
GP-Spike,NA,Sierra Leone,NA,2014/09/20,zaire
GP-Small,NA,Sierra Leone,NA,2014/09/20,zaire
GP-Second,NA,Sierra Leone,NA,2014/09/20,zaire
vp30,NA,Sierra Leone,NA,2014/09/20,zaire
vp24,NA,Sierra Leone,NA,2014/09/20,zaire
L,NA,Sierra Leone,NA,2014/09/20,zaire
NP,NA,Sierra Leone,NA,2014/09/20,zaire
vp35,NA,Sierra Leone,NA,2014/09/20,zaire
vp40,NA,Sierra Leone,NA,2014/09/20,zaire
GP-Spike,NA,Sierra Leone,NA,2014/09/20,zaire
GP-Small,NA,Sierra Leone,NA,2014/09/20,zaire
GP-Second,NA,Sierra Leone,NA,2014/09/20,zaire
vp30,NA,Sierra Leone,NA,2014/09/20,zaire
L,NA,Sierra Leone,NA,2014/09/20,zaire
NP,NA,Sierra Leone,NA,2014/09/20,zaire
vp35,NA,Sierra Leone,NA,2014/09/20,zaire
vp40,NA,Sierra Leone,NA,2014/09/20,zaire
GP-Spike,NA,Sierra Leone,NA,2014/09/20,zaire
GP-Small,NA,Sierra Leone,NA,2014/09/20,zaire
GP-Second,NA,Sierra Leone,NA,2014/09/20,zaire
vp30,NA,Sierra Leone,NA,2014/09/20,zaire
vp24,NA,Sierra Leone,NA,2014/09/20,zaire
L,NA,Sierra Leone,NA,2014/09/20,zaire
NP,NA,Sierra Leone,NA,2014/09/20,zaire
vp35,NA,Sierra Leone,NA,2014/09/20,zaire
vp40,NA,Sierra Leone,NA,2014/09/20,zaire
GP-Spike,NA,Sierra Leone,NA,2014/09/20,zaire
GP-Small,NA,Sierra Leone,NA,2014/09/20,zaire
GP-Second,NA,Sierra Leone,NA,2014/09/20,zaire
vp30,NA,Sierra Leone,NA,2014/09/20,zaire
vp24,NA,Sierra Leone,NA,2014/09/20,zaire
L,NA,Sierra Leone,NA,2014/09/20,zaire
NP,NA,Sierra Leone,NA,2014/09/20,zaire
vp35,NA,Sierra Leone,NA,2014/09/20,zaire
vp40,NA,Sierra Leone,NA,2014/09/20,zaire
GP-Spike,NA,Sierra Leone,NA,2014/09/20,zaire
GP-Small,NA,Sierra Leone,NA,2014/09/20,zaire
GP-Second,NA,Sierra Leone,NA,2014/09/20,zaire
vp30,NA,Sierra Leone,NA,2014/09/20,zaire
vp24,NA,Sierra Leone,NA,2014/09/20,zaire
L,NA,Sierra Leone,NA,2014/09/20,zaire
NP,NA,Sierra Leone,NA,2014/09/20,zaire
vp35,NA,Sierra Leone,NA,2014/09/20,zaire
vp40,NA,Sierra Leone,NA,2014/09/20,zaire
GP-Spike,NA,Sierra Leone,NA,2014/09/20,zaire
GP-Small,NA,Sierra Leone,NA,2014/09/20,zaire
GP-Second,NA,Sierra Leone,NA,2014/09/20,zaire
vp30,NA,Sierra Leone,NA,2014/09/20,zaire
vp24,NA,Sierra Leone,NA,2014/09/20,zaire
L,NA,Sierra Leone,NA,2014/09/20,zaire
NP,NA,Sierra Leone,NA,2014/09/20,zaire
vp35,NA,Sierra Leone,NA,2014/09/20,zaire
vp40,NA,Sierra Leone,NA,2014/09/20,zaire
GP-Spike,NA,Sierra Leone,NA,2014/09/20,zaire
GP-Small,NA,Sierra Leone,NA,2014/09/20,zaire
GP-Second,NA,Sierra Leone,NA,2014/09/20,zaire
vp30,NA,Sierra Leone,NA,2014/09/20,zaire
vp24,NA,Sierra Leone,NA,2014/09/20,zaire
L,NA,Sierra Leone,NA,2014/09/20,zaire
NP,NA,Sierra Leone,NA,2014/09/20,zaire
vp35,NA,Sierra Leone,NA,2014/09/20,zaire
vp40,NA,Sierra Leone,NA,2014/09/20,zaire
GP-Spike,NA,Sierra Leone,NA,2014/09/20,zaire
GP-Small,NA,Sierra Leone,NA,2014/09/20,zaire
GP-Second,NA,Sierra Leone,NA,2014/09/20,zaire
vp30,NA,Sierra Leone,NA,2014/09/20,zaire
vp24,NA,Sierra Leone,NA,2014/09/20,zaire
L,NA,Sierra Leone,NA,2014/09/20,zaire
NP,NA,Sierra Leone,NA,2014/09/19,zaire
vp35,NA,Sierra Leone,NA,2014/09/19,zaire
vp40,NA,Sierra Leone,NA,2014/09/19,zaire
GP-Spike,NA,Sierra Leone,NA,2014/09/19,zaire
GP-Small,NA,Sierra Leone,NA,2014/09/19,zaire
GP-Second,NA,Sierra Leone,NA,2014/09/19,zaire
vp30,NA,Sierra Leone,NA,2014/09/19,zaire
vp24,NA,Sierra Leone,NA,2014/09/19,zaire
L,NA,Sierra Leone,NA,2014/09/19,zaire
NP,NA,Sierra Leone,NA,2014/09/21,zaire
vp35,NA,Sierra Leone,NA,2014/09/21,zaire
vp40,NA,Sierra Leone,NA,2014/09/21,zaire
GP-Spike,NA,Sierra Leone,NA,2014/09/21,zaire
GP-Small,NA,Sierra Leone,NA,2014/09/21,zaire
GP-Second,NA,Sierra Leone,NA,2014/09/21,zaire
vp30,NA,Sierra Leone,NA,2014/09/21,zaire
vp24,NA,Sierra Leone,NA,2014/09/21,zaire
L,NA,Sierra Leone,NA,2014/09/21,zaire
NP,NA,Sierra Leone,NA,2014/09/22,zaire
vp35,NA,Sierra Leone,NA,2014/09/22,zaire
vp40,NA,Sierra Leone,NA,2014/09/22,zaire
GP-Spike,NA,Sierra Leone,NA,2014/09/22,zaire
GP-Small,NA,Sierra Leone,NA,2014/09/22,zaire
GP-Second,NA,Sierra Leone,NA,2014/09/22,zaire
vp30,NA,Sierra Leone,NA,2014/09/22,zaire
vp24,NA,Sierra Leone,NA,2014/09/22,zaire
L,NA,Sierra Leone,NA,2014/09/22,zaire
NP,NA,Sierra Leone,NA,2014/09/22,zaire
vp35,NA,Sierra Leone,NA,2014/09/22,zaire
vp40,NA,Sierra Leone,NA,2014/09/22,zaire
GP-Spike,NA,Sierra Leone,NA,2014/09/22,zaire
GP-Small,NA,Sierra Leone,NA,2014/09/22,zaire
GP-Second,NA,Sierra Leone,NA,2014/09/22,zaire
vp30,NA,Sierra Leone,NA,2014/09/22,zaire
vp24,NA,Sierra Leone,NA,2014/09/22,zaire
L,NA,Sierra Leone,NA,2014/09/22,zaire
NP,NA,Sierra Leone,NA,2014/09/21,zaire
vp35,NA,Sierra Leone,NA,2014/09/21,zaire
vp40,NA,Sierra Leone,NA,2014/09/21,zaire
GP-Spike,NA,Sierra Leone,NA,2014/09/21,zaire
GP-Small,NA,Sierra Leone,NA,2014/09/21,zaire
GP-Second,NA,Sierra Leone,NA,2014/09/21,zaire
vp30,NA,Sierra Leone,NA,2014/09/21,zaire
NP,NA,Sierra Leone,NA,2014/09/22,zaire
vp35,NA,Sierra Leone,NA,2014/09/22,zaire
vp40,NA,Sierra Leone,NA,2014/09/22,zaire
GP-Spike,NA,Sierra Leone,NA,2014/09/22,zaire
GP-Small,NA,Sierra Leone,NA,2014/09/22,zaire
GP-Second,NA,Sierra Leone,NA,2014/09/22,zaire
vp30,NA,Sierra Leone,NA,2014/09/22,zaire
vp24,NA,Sierra Leone,NA,2014/09/22,zaire
L,NA,Sierra Leone,NA,2014/09/22,zaire
NP,NA,Sierra Leone,NA,2014/09/21,zaire
vp35,NA,Sierra Leone,NA,2014/09/21,zaire
vp40,NA,Sierra Leone,NA,2014/09/21,zaire
GP-Spike,NA,Sierra Leone,NA,2014/09/21,zaire
GP-Small,NA,Sierra Leone,NA,2014/09/21,zaire
GP-Second,NA,Sierra Leone,NA,2014/09/21,zaire
vp30,NA,Sierra Leone,NA,2014/09/21,zaire
vp24,NA,Sierra Leone,NA,2014/09/21,zaire
L,NA,Sierra Leone,NA,2014/09/21,zaire
NP,NA,Sierra Leone,NA,2014/09/21,zaire
vp35,NA,Sierra Leone,NA,2014/09/21,zaire
vp40,NA,Sierra Leone,NA,2014/09/21,zaire
GP-Spike,NA,Sierra Leone,NA,2014/09/21,zaire
GP-Small,NA,Sierra Leone,NA,2014/09/21,zaire
GP-Second,NA,Sierra Leone,NA,2014/09/21,zaire
vp30,NA,Sierra Leone,NA,2014/09/21,zaire
vp24,NA,Sierra Leone,NA,2014/09/21,zaire
L,NA,Sierra Leone,NA,2014/09/21,zaire
NP,NA,Sierra Leone,NA,2014/09/20,zaire
vp35,NA,Sierra Leone,NA,2014/09/20,zaire
vp40,NA,Sierra Leone,NA,2014/09/20,zaire
GP-Spike,NA,Sierra Leone,NA,2014/09/20,zaire
GP-Small,NA,Sierra Leone,NA,2014/09/20,zaire
GP-Second,NA,Sierra Leone,NA,2014/09/20,zaire
vp30,NA,Sierra Leone,NA,2014/09/20,zaire
vp24,NA,Sierra Leone,NA,2014/09/20,zaire
L,NA,Sierra Leone,NA,2014/09/20,zaire
NP,NA,Sierra Leone,NA,2014/09/20,zaire
vp35,NA,Sierra Leone,NA,2014/09/20,zaire
vp40,NA,Sierra Leone,NA,2014/09/20,zaire
GP-Spike,NA,Sierra Leone,NA,2014/09/20,zaire
GP-Small,NA,Sierra Leone,NA,2014/09/20,zaire
GP-Second,NA,Sierra Leone,NA,2014/09/20,zaire
vp30,NA,Sierra Leone,NA,2014/09/20,zaire
vp24,NA,Sierra Leone,NA,2014/09/20,zaire
L,NA,Sierra Leone,NA,2014/09/20,zaire
NP,NA,Sierra Leone,NA,2014/09/20,zaire
vp35,NA,Sierra Leone,NA,2014/09/20,zaire
vp40,NA,Sierra Leone,NA,2014/09/20,zaire
GP-Spike,NA,Sierra Leone,NA,2014/09/20,zaire
GP-Small,NA,Sierra Leone,NA,2014/09/20,zaire
GP-Second,NA,Sierra Leone,NA,2014/09/20,zaire
vp30,NA,Sierra Leone,NA,2014/09/20,zaire
vp24,NA,Sierra Leone,NA,2014/09/20,zaire
L,NA,Sierra Leone,NA,2014/09/20,zaire
NP,NA,Sierra Leone,NA,2014/09/20,zaire
vp35,NA,Sierra Leone,NA,2014/09/20,zaire
vp40,NA,Sierra Leone,NA,2014/09/20,zaire
GP-Spike,NA,Sierra Leone,NA,2014/09/20,zaire
GP-Small,NA,Sierra Leone,NA,2014/09/20,zaire
GP-Second,NA,Sierra Leone,NA,2014/09/20,zaire
vp30,NA,Sierra Leone,NA,2014/09/20,zaire
vp24,NA,Sierra Leone,NA,2014/09/20,zaire
L,NA,Sierra Leone,NA,2014/09/20,zaire
NP,NA,Sierra Leone,NA,2014/09/20,zaire
vp35,NA,Sierra Leone,NA,2014/09/20,zaire
vp40,NA,Sierra Leone,NA,2014/09/20,zaire
GP-Spike,NA,Sierra Leone,NA,2014/09/20,zaire
GP-Small,NA,Sierra Leone,NA,2014/09/20,zaire
GP-Second,NA,Sierra Leone,NA,2014/09/20,zaire
vp30,NA,Sierra Leone,NA,2014/09/20,zaire
vp24,NA,Sierra Leone,NA,2014/09/20,zaire
L,NA,Sierra Leone,NA,2014/09/20,zaire
NP,NA,Sierra Leone,NA,2014/09/21,zaire
vp35,NA,Sierra Leone,NA,2014/09/21,zaire
vp40,NA,Sierra Leone,NA,2014/09/21,zaire
GP-Spike,NA,Sierra Leone,NA,2014/09/21,zaire
GP-Small,NA,Sierra Leone,NA,2014/09/21,zaire
GP-Second,NA,Sierra Leone,NA,2014/09/21,zaire
vp30,NA,Sierra Leone,NA,2014/09/21,zaire
vp24,NA,Sierra Leone,NA,2014/09/21,zaire
L,NA,Sierra Leone,NA,2014/09/21,zaire
